   1    1        6.723935320      25.254472038      14.275004547
   1    2        5.039763081      19.377965433      10.813254443
   1    3        3.255775372      13.110738886       7.140159904
   1    4        1.308988009       6.212271261       3.131318012
   1    5        0.079323266       1.407267589       0.504109915
   1    6        2.429891876      42.066374287      12.785772392
   1    7        6.592843377     109.349826741      34.560675350
   1    8        0.819284867      19.113904407       5.438699457
   1    9        5.200796160      86.397356862      27.213602414
   1   10        0.193801043       7.724117506       1.996465869
   1   11        3.591364619      60.380943038      18.663213240
   1   12        0.000893434       1.669334902       0.366623522
   1   13        0.542647782      18.248490734       4.910384174
       -0.1359666602       -0.0918797906
