       1
   0.0000000000   0.0000000000   0.0000000000
       2
  -0.0000000221  -0.0009035788  -0.0009035747
  -0.0000000751   0.0002427972   0.0002426836
  -0.0000000378   0.0000012912   0.0000013473
   0.0000000210   0.0002301154   0.0002299974
   0.0001267215  -0.0000120236   0.0001119563
   0.0000046719   0.0000052600   0.0000085981
  -0.0000048933   0.0000084752   0.0000051505
  -0.0001236697   0.0001096779  -0.0000114242
   0.0000012494   0.0000007291   0.0000001641
  -0.0000001499   0.0000004954   0.0000004834
  -0.0000011740   0.0000002404   0.0000007464
   0.0000000554   0.0000004468   0.0000005072
   0.0001236959  -0.0000114179   0.0001097345
  -0.0001266884   0.0001119132  -0.0000120037
  -0.0000046782   0.0000084995   0.0000052357
   0.0000048692   0.0000051408   0.0000085300
   0.0001266973   0.0001119131  -0.0000120144
   0.0000046867   0.0000085194   0.0000052356
  -0.0000048778   0.0000051613   0.0000085544
  -0.0001236945  -0.0000114349   0.0001097155
   0.0000064068   0.0000036350   0.0000036171
  -0.0000000755  -0.0000017122  -0.0000016958
  -0.0000063613   0.0000036265   0.0000036020
  -0.0000001106  -0.0000042542  -0.0000043113
   0.0000015610  -0.0000012555   0.0000022398
  -0.0000017304   0.0000022858  -0.0000011012
   0.0000014098  -0.0000025199   0.0000015453
  -0.0000012202   0.0000015793  -0.0000017079
  -0.0000000279  -0.0000146647  -0.0000139322
  -0.0000000762   0.0000082025  -0.0000041089
  -0.0000000222  -0.0000034203  -0.0000031218
   0.0000000343  -0.0000045001   0.0000085759
   0.0000011609   0.0000002417   0.0000007443
  -0.0000000623   0.0000004692   0.0000005187
  -0.0000012603   0.0000007355   0.0000001416
   0.0000001486   0.0000004820   0.0000004595
   0.0000015471   0.0000022596  -0.0000012403
  -0.0000017459  -0.0000011130   0.0000022620
   0.0000013959   0.0000015228  -0.0000025331
  -0.0000012407  -0.0000016989   0.0000015847
   0.0000000239  -0.0000003985  -0.0000004116
  -0.0000000307  -0.0000008443  -0.0000008573
   0.0000000260  -0.0000052611  -0.0000052689
   0.0000000806  -0.0000008854  -0.0000009013
   0.0000017159   0.0000022767  -0.0000011250
  -0.0000014222  -0.0000025149   0.0000015492
   0.0000011984   0.0000015763  -0.0000017071
  -0.0000015696  -0.0000012464   0.0000022124
   0.0001236644   0.0001096879  -0.0000114257
  -0.0001267108  -0.0000120107   0.0001119648
  -0.0000046663   0.0000052509   0.0000085768
   0.0000048834   0.0000084655   0.0000051249
   0.0000000113  -0.0000139568  -0.0000146363
  -0.0000000306  -0.0000041128   0.0000082832
   0.0000000069  -0.0000030703  -0.0000034701
   0.0000000613   0.0000084862  -0.0000044944
   0.0000017394  -0.0000011280   0.0000022508
  -0.0000013996   0.0000015237  -0.0000025299
   0.0000012309  -0.0000016840   0.0000016013
  -0.0000015526   0.0000022365  -0.0000012572
   0.0000063696   0.0000036320   0.0000036021
   0.0000000987  -0.0000042258  -0.0000042987
  -0.0000064177   0.0000036456   0.0000036058
   0.0000000574  -0.0000017239  -0.0000017332
       3
   0.0000000000   0.0000000000   0.0000000000
       4
   0.0000000000   0.0000000000   0.0000000000
