       1
   0.0000000000   0.0000000000   0.0000000000
       2
   0.0000000000  -0.0000000003   0.0000000035
  -0.0000000000   0.0000000001   0.0000000129
   0.0000000000  -0.0000000003   0.0000000058
   0.0000000001   0.0000000002  -0.0000000061
  -0.0000000001  -0.0000000002  -0.0000000128
   0.0000000000   0.0000000005  -0.0000000033
       3
  -0.0000000129  -0.0000000028  -0.0044321525
   0.0000000064   0.0000000009  -0.0021812847
   0.0000000318   0.0000000024   0.0021812725
  -0.0000000253  -0.0000000005   0.0044321648
       4
   0.0011807302   0.0009910029   0.0034349871
  -0.0006199947  -0.0004209188   0.0008917066
  -0.0008411514   0.0005524773  -0.0048075674
   0.0002804159  -0.0011225614   0.0004808738
       5
   0.0000737500   0.0001475001  -0.0000171165
  -0.0000737500  -0.0001475001   0.0000171165
       6
  -0.0000000012  -0.0000000032  -0.0142665480
   0.0000000080  -0.0000000054  -0.0011429433
   0.0000000050   0.0000000024   0.0000951713
  -0.0000000105   0.0000000006  -0.0000488818
  -0.0000000000   0.0000000076   0.0000029213
  -0.0000000091  -0.0000000061  -0.0000019965
   0.0000000030   0.0000000024   0.0000485263
  -0.0000000001  -0.0000000053  -0.0000953959
   0.0000000019  -0.0000000005   0.0011427578
   0.0000000030   0.0000000074   0.0142663887
       7
   0.0000000000   0.0000000000   0.0000000000
   0.0000000000   0.0000000000   0.0000000000
   0.0000000000   0.0000000000   0.0000000000
   0.0000000000   0.0000000000   0.0000000000
       8
  -0.0000000018   0.0000000014  -0.0108422361
  -0.0000000114  -0.0000000102  -0.0054208356
   0.0000000000   0.0000000007  -0.0006201452
   0.0000000018   0.0000000079   0.0006201558
  -0.0000000074  -0.0000000004   0.0054208298
   0.0000000187   0.0000000007   0.0108422314
       9
   0.0000000000   0.0000000000   0.0000000000
  -0.0000000000  -0.0000000000  -0.0000000000
      10
   0.0039290474   0.0067710400  -0.0019360207
   0.0061968365   0.0024473674  -0.0026918071
  -0.0015775473   0.0001648463   0.0021320765
  -0.0077753473  -0.0007955391   0.0027984008
   0.0002920958  -0.0012250938  -0.0035309998
  -0.0042602365  -0.0030830732  -0.0013791326
   0.0025618391  -0.0045817584   0.0017502592
   0.0006333123   0.0003022110   0.0028572236
      11
  -0.0000000000   0.0000000000   0.0000000000
   0.0000000000   0.0000000000   0.0000000000
      12
  -0.0000000647   0.0000000024   0.0119997673
   0.0000000423   0.0000000012   0.0076279458
  -0.0000000200   0.0000000019   0.0004502269
   0.0000000321  -0.0000000026  -0.0004502344
  -0.0000000426   0.0000000021  -0.0076279511
   0.0000000529  -0.0000000050  -0.0119997545
      13
   0.0008542023   0.0004708649   0.0007357450
  -0.0000721420  -0.0013507172  -0.0026779492
  -0.0001177147   0.0001575384  -0.0012174533
  -0.0006643457   0.0007223139   0.0031596575
      14
   0.0012451442  -0.0006076480  -0.0021856531
  -0.0017608029   0.0003451231   0.0067149582
   0.0008752189  -0.0019500700  -0.0008917388
  -0.0003595602   0.0022125950  -0.0036375663
      15
   0.0000000005  -0.0000000044   0.0113460376
  -0.0000000015   0.0000000061   0.0005114161
